subject_name,chapter_number,question_text,marks,hint,easy_answer,keywords,question_type,difficulty,pyq_year,question_paper_id
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” में जीवन-मूल्य का महत्व अपने शब्दों में स्पष्ट कीजिए।,2,मूल्य और पाठ का संबंध बताइए.,जीवन-मूल्य से व्यक्ति का दृष्टिकोण मजबूत होता है और पाठ में यही मूल्य संक्षिप्त कथानक में प्रभावी संदेश देना के रूप में सामने आता है.,"लघुकथा,जीवन-मूल्य,स्पष्टीकरण",Important,Medium,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” के प्रमुख विचार को दो बिंदुओं में लिखिए।,2,मुख्य आशय के दो छोटे मुद्दे लिखें.,१) छोटी घटनाओं से जीवन-मूल्य और मानवीय व्यवहार सामने लाना २) संक्षिप्त कथानक में प्रभावी संदेश देना,"लघुकथा,मुख्य विचार",Important,Medium,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” के आधार पर रचनाकार का उद्देश्य स्पष्ट कीजिए।,3,"रचना क्यों लिखी गई होगी, यह सोचें.",रचनाकार का उद्देश्य छोटी घटनाओं से जीवन-मूल्य और मानवीय व्यवहार सामने लाना को प्रभावी ढंग से सामने लाना और पाठक को जीवन-मूल्य के प्रति जागरूक करना है.,"लघुकथा,उद्देश्य,जीवन-मूल्य",Important,Medium,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” में व्यक्त विचारों की वर्तमान समाज में उपयोगिता स्पष्ट कीजिए।,3,पाठ का संदेश आजच्या परिस्थितीशी जोडा.,आज भी जीवन-मूल्य की आवश्यकता है; इसलिए संक्षिप्त कथानक में प्रभावी संदेश देना से जुड़ा संदेश सामाजिक और व्यक्तिगत जीवन में उपयोगी है.,"लघुकथा,वर्तमान समाज,उपयोगिता",Important,Medium,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” के आशय को समझाने के लिए उपयुक्त उदाहरण दीजिए।,3,पाठ के संदेश से मिलता-जुलता जीवन-उदाहरण सोचें.,उदाहरण के रूप में ऐसा प्रसंग लिया जा सकता है जिसमें व्यक्ति जीवन-मूल्य को अपनाकर संक्षिप्त कथानक में प्रभावी संदेश देना को व्यवहार में सिद्ध करता है.,"लघुकथा,उदाहरण,जीवन-मूल्य",Important,Medium,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” की भाषा/शैली की एक विशेषता लिखकर उसका प्रभाव बताइए।,3,रचना-विधा के अनुसार शैली का विचार करें.,रचना की लघुकथा शैली विषय को सहज और प्रभावी बनाती है तथा छोटी घटनाओं से जीवन-मूल्य और मानवीय व्यवहार सामने लाना को पाठक तक स्पष्ट रूप से पहुँचाती है.,"लघुकथा,भाषा,शैली",Important,Medium,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” का चिकित्सक/शिक्षक/विद्यार्थी/समाजसेवकाच्या दृष्टिकोनातून संदेश स्पष्ट कीजिए।,4,भूमिका बदलूनही मुख्य मूल्य कायम ठेवा.,कोणत्याही सामाजिक भूमिकेतून पाहिले तरी जीवन-मूल्य महत्त्वाचे आहे; रचना संक्षिप्त कथानक में प्रभावी संदेश देनाद्वारे जबाबदार आणि संवेदनशील वर्तनाची प्रेरणा देते.,"लघुकथा,दृष्टिकोन,जीवन-मूल्य",Important,Hard,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” के मुख्य विचार और उसके सामाजिक प्रभाव में संबंध स्पष्ट कीजिए।,4,मुख्य विचार → व्यक्ति → समाज असा संबंध मांडावा.,रचनेतील छोटी घटनाओं से जीवन-मूल्य और मानवीय व्यवहार सामने लाना व्यक्तीच्या विचारांना दिशा देते; जीवन-मूल्य वाढल्यास सामाजिक वर्तन अधिक संवेदनशील होते आणि संक्षिप्त कथानक में प्रभावी संदेश देना साध्य होण्यास मदत होते.,"लघुकथा,सामाजिक प्रभाव",Important,Hard,,
Hindi Lokbharati,2.2,“दो लघुकथाएँ (पूरक पठन)” के आधार पर “आज के विद्यार्थी के लिए क्या करना चाहिए?” विषय पर संक्षिप्त उत्तर लिखिए।,4,पाठातील मूल्याचे कृतीत रूपांतर करा.,विद्यार्थ्यांनी जीवन-मूल्य स्वीकारून संक्षिप्त कथानक में प्रभावी संदेश देना प्रत्यक्ष कृतीत आणावे आणि पाठातून मिळणारा सकारात्मक संदेश दैनंदिन जीवनात वापरावा.,"लघुकथा,विद्यार्थी,कृती,जीवन-मूल्य",Important,Hard,,
Hindi Lokbharati,2.2,"“दो लघुकथाएँ (पूरक पठन)” का 4 अंकों के लिए संक्षिप्त विश्लेषण कीजिए—विषय, संदेश, मूल्य और वर्तमान उपयोगिता।",4,चार मुद्दे क्रमाने लिहा.,विषय: छोटी घटनाओं से जीवन-मूल्य और मानवीय व्यवहार सामने लाना; संदेश: संक्षिप्त कथानक में प्रभावी संदेश देना; मूल्य: जीवन-मूल्य; वर्तमान उपयोगिता: आजच्या जीवनात या विचाराचा प्रत्यक्ष उपयोग होतो.,"लघुकथा,विश्लेषण,जीवन-मूल्य,वर्तमान उपयोगिता",Important,Hard,,
